"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - RAMA FEMENINA - DPTO. FAMATINA";"SUPLENTE";"CORDOBA";"JUANA DEL CARMEN";"17212075";"20/12/2012";"20/12/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"MENDOZA";"CONSEJO PROVINCIAL";"VICE 2°";"CARMONA";"SONIA ";"17214188";"24/02/2012";"24/02/2014"
"DISTRITO";"57";"MOVIMIENTO DE ACCIÓN VECINAL";"SANTIAGO DEL ESTERO";"CONSEJO PROVINCIAL";"VOCAL ";"PEREZ";"LUIS ALBERTO";"17215018";"07/02/2011";"07/02/2015"
"DISTRITO";"178";"PARTIDO POPULAR";"SANTIAGO DEL ESTERO";"TRIBUNAL DE DISCIPLINA";"SUPLENTE";"LESCANO";"ROLANDO ROBUSTIANO";"17215154";"07/07/2013";"07/07/2017"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"CONVENCIÓN PROVINCIAL";"DELEGADO";"GALLINO";"MARIO CESAR";"17216143";"03/02/2013";"03/02/2015"
"DISTRITO";"154";"MOVILIZACIÓN";"CATAMARCA";"CONSEJO PROVINCIAL ";"SECRETARIO TITULAR";"ACOSTA";"ALEJANDRO JOSE";"17216714";"19/12/2013";"19/12/2015"
"DISTRITO";"213";"PROPUESTAS PARA MENDOZA";"MENDOZA";"PLENARIO PROVINCIAL. DPTO. GUAYMALLEN";"MIEMBRO INTEGRANTE";"SANCHEZ";"JULIO JOSE";"17216730";"24/05/2013";"24/05/2015"
"DISTRITO";"57";"MOVIMIENTO DE ACCIÓN VECINAL ";"CATAMARCA";"CONSEJO PROVINCIAL";"SECRETARIO GENERAL";"CHAGARAY";"MARIO GERARDO";"17216868";"16/11/2010";"16/11/2014"
"DISTRITO";"154";"MOVILIZACIÓN";"CATAMARCA";"CONSEJO PROVINCIAL ";"PRESIDENTE";"ANDRACA";"LUIS ALBERTO";"17216898";"19/12/2013";"19/12/2015"
"DISTRITO";"178";"PARTIDO POPULAR";"SANTIAGO DEL ESTERO";"TRIBUNAL DE DISCIPLINA";"TITULAR";"SOSA";"MARIO ESTEBAN";"17217107";"07/07/2013";"07/07/2017"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - DPTO. FELIPE VARELA";"SUPLENTE";"GALLEGOS";"JAIME JAVIER";"17217557";"20/12/2012";"20/12/2016"
"DISTRITO";"19";"PARTIDO CONSERVADOR POPULAR";"SAN JUAN";"CONVENCIÓN PROVINCIAL";"MIEMBRO INTEGRANTE";"ALBARRACIN";"ESTELA INES";"17217926";"28/02/2014";"28/02/2018"
"DISTRITO";"67";"KOLINA ";"SAN JUAN";"CONGRESO DISTRITAL";"MIEMBRO INTEGRANTE";"MANZUR PULVIRENTI";"LUIS ERNESTO";"17218086";"14/12/2011";"14/12/2014"
"DISTRITO";"289";"UNION POR TODOS";"BUENOS AIRES";"Convencion Provincial";"Delegado/a suplente";"CLAUDIA FABIANA";"JORGE";"17219360";"16/03/2013";"16/03/2017"
"DISTRITO";"209";"ARRIBA JUJUY";"JUJUY";"ASAMBLEA PROVINCIAL";"TITULAR";"MERCADO";"EDGARDO ARIEL";"17220210";"13/06/2013";"13/06/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"LA RIOJA";"TRIBUNAL DE CUENTAS";"TITULAR";"LAVAQUE";"JORGE ORLANDO";"17223453";"12/08/2012";"11/08/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO PROVINCIAL - RAMA FEMENINA - DPTO. CHAMICAL";"SUPLENTE";"ARROYO";"ANTONIA DEL ROSARIO";"17223461";"20/12/2012";"20/12/2016"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"LA RIOJA";"JUNTA PROVINCIAL";"SUPLENTE";"ARROYO";"PETRONA DEL VALLE";"17223501";"09/04/2012";"09/04/2014"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"LA RIOJA";"ASAMBLEA PROVINCIAL- DEPTO. ANGEL VICENTE PEÑALOZA";"MIEMBRO INTEGRANTE";"VERA";"SUSANA DEL VALLE";"17223572";"02/09/2013";"02/09/2015"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"CONGRESO NACIONAL";"TITULAR";"LUNA";"GUSTAVO ANIBAL";"17223593";"20/12/2012";"20/12/2016"
"DISTRITO";"288";"PARTIDO COMUNISTA AUTÉNTICO";"BUENOS AIRES";"Comité de Provincia";"Delegado/a";"CLAUDIO ANIBAL";"PEREYRA";"17225667";"18/02/2013";"18/02/2017"
"DISTRITO";"288";"PARTIDO COMUNISTA AUTÉNTICO";"BUENOS AIRES";"Comisión Revisora de Cuentas";"Presidente/a";"CLAUDIO ANIBAL";"PEREYRA";"17225667";"17/02/2013";"17/02/2017"
"DISTRITO";"33";"PARTIDO NACIONALISTA CONSTITUCIONAL UNIR";"BUENOS AIRES";"Junta Directiva Provincial";"Vocal Suplente";"YAMILE JUDITH";"MACCHIONE";"17227328";"20/11/2010";"20/11/2014"
"DISTRITO";"69";"GEN";"SANTA FE";"Junta Electoral";"Vicepresidente";"GARCIA";"SERGIO DARIO";"17228946";"14/09/2012";"14/09/2014"
"DISTRITO";"153";"UNIÓN DEL CENTRO DEMOCRATICO";"BUENOS AIRES";"Junta de Gobierno Provincial ";" ";"DANIEL ALFREDO";"PUGLISI ";"17230058";"02/07/2011";"02/07/2013"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"BUENOS AIRES";"Consejo Provincial";"Delegado/a suplente";"NORBERTO DOMINGO";"DI PROSPERO";"17231922";"15/12/2013";"15/12/2017"
"DISTRITO";"1";"MOVIMIENTO DE INTEGRACION Y DESARROLLO                            ";"CAPITAL FEDERAL ";"Comité de Distrito";"Delegado/a";"MARIA FERNANDA";"VILAGINES";"17232365";"01/09/2013";"01/09/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"TIERRA DEL FUEGO";"APODERADO";"APODERADO";"BERTOLIN";"PATRICIA RITA";"17233760";"29/11/2013";"29/11/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"TIERRA DEL FUEGO";"CONVENCION PROVINCIAL";"PROSECRETARIO";"BERTOLIN";"PATRICIA RITA";"17233760";"29/11/2013";"29/11/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"TIERRA DEL FUEGO";"CONVENCION PROVINCIAL-USHUAIA-";"TITULAR";"BERTOLIN";"PATRICIA RITA";"17233760";"15/05/2013";"15/05/2015 (APROX)"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"LA RIOJA";"CONVENCION NACIONAL";"SUPLENTE";"BUSTOS";"VICTOR HUGO";"17234913";"12/08/2012";"11/08/2014"
"DISTRITO";"205";"PARTIDO FE";"SANTIAGO DEL ESTERO";"COMISION REVISORA DE CUENTAS";"MIEMBRO TITULAR";"PONCE";"LUIS ARNALDO";"17236709";"05/06/2013";"05/06/2015"
"DISTRITO";"67";"KOLINA";"SANTIAGO DEL ESTERO";"CONGRESO DISTRITAL";"DELEGADO SUPLENTE 8°";"JUAREZ";"WALTER ANTONIO";"17236782";"08/06/2013";"08/06/2015"
"DISTRITO";"72";"INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR";"TIERRA DEL FUEGO";"CONSEJO EJECUTIVO";"VOCALES";"RUEDA";"DANIEL";"17237137";"2013/2017";
"DISTRITO";"3";"UNION CIVICA RADICAL                              ";"CAPITAL FEDERAL";"TRIBUNAL DE CONDUCTA";"SUPLENTE";"WALTER GUILLERMO";"BERARDO";"17242044";"16/12/2013";"16/12/2015"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"SAN JUAN";"COMITÉ DE PROVINCIA";"TESORERO";"CASTRO";"EDUARDO";"17243769";"20/04/2012";"15/04/2014"
"DISTRITO";"22";"PARTIDO HUMANISTA";"BUENOS AIRES";"Consejo Provincial";"Secretario/a General";"CLAUDIA ALEJANDRA";"NEVA";"17245127";"16/07/2012";"16/07/2014"
"DISTRITO";"181";"PARTIDO CAMBIO CÓRDOBA";"CORDOBA";"CONSEJO PROVINCIAL            MESA EJECUTIVA";"SUPLENTE";"GOMEZ";"FABIAN IGNACIO";"17245467";"21/08/2011";"21/08/2015"
"DISTRITO";"63";"ES POSIBLE";"LA RIOJA";"CONGRESO NACIONAL";"MIEMBRO SUPLENTE";"CORZO,ROBERTO PEDRO";;"17245615";"01/06/2013";"01/06/2017"
"DISTRITO";"153";"FRENTE CON TODOS";"LA RIOJA";"CONSEJO PROVINCIAL";"VOCAL SUPLENTE";"CUENCA";"JUAN HERIBERTO";"17245681";"03/10/2012";"03/10/2016"
"DISTRITO";"166";"UNIÓN DE LOS NEUQUINOS";"NEUQUÉN";"CONGRESO";"CONGRESAL";"ALMENDRA";"JUAN CARLOS";"17246713";"26/06/2012";"25/06/2016"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"TUCUMÁN";"ASAMBLEA OESTE";"TITULAR";"GOÑI ZENI";"JUAN LUIS";"17247282";"05/10/2011";"05/10/2013"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"SAN LUIS";"CONSEJO PROVINCIAL";"CONSEJERO SUPLENTE 16°";"OVIEDO";"ROSA EDITH";"17247829";"23/10/2012";"23/10/2016"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"MESA DE CONDUCCIÓN";"MIEMBRO INTEGRANTE";"CASAS";"SERGIO GUILLERMO";"17249337";"07/10/2010";"07/10/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"LA RIOJA";"MESA DIRECTIVA";"SECRETARIO GENERAL";"CASAS";"SERGIO GUILLERMO";"17249337";"20/12/2012";"20/12/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"NEUQUÉN";"MESA DIRECTIVA DEL COMITÉ PROVINCIAL";"VICEPRESIDENTE 2°";"RAMOS";"JOSE FRANCISCO";"17250027";"09/03/2013";"09/03/2015"
"DISTRITO";"181";"LA IZQUIERDA DE LOS TRABAJADORES";"NEUQUÉN";"COMISIÓN DE DISCIPLINA";"TITULAR";"FRAÑOL";"ALICIA GRACIELA";"17250351";"08/04/2013";"07/04/2016"
"DISTRITO";"157";"FRENTE DEL PUEBLO";"LA RIOJA";"CONGRESO DPTO.GRAL. OCAMPO";"TITULAR 2°";"ALANIZ";"NILDA NORALI";"17250935";"30/04/2013";"30/04/2017"
"DISTRITO";"67";"KOLINA";"CHACO";"CONSEJO CENTRAL DE DISTRITO";"VOCAL SUPLENTE";"PILAGA";"PABLINA";"17251310";"07/06/2013";"06/06/2015"
"DISTRITO";"156";"ACCIÓN CHAQUEÑA";"CHACO";"JUNTA DE GOBIERNO PROVINCIAL";"SECRETARIO";"BARRIOS";"ANTONIO";"17251392";"05/03/2011";"30/06/2014"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"HECTOR OSCAR";"PERRONE";"17253126";"25/10/2012";"25/10/2014"
"NACIONAL";"64";"PRO-PROPUESTA REPUBLICANA";"CAPITAL FEDERAL";"Consejo Directivo";"Secretario de la Mujer";"PAULA";"BERTOL";"17255630";"12/03/2012";"12/03/2016"
"DISTRITO";"288";"PARTIDO COMUNISTA AUTÉNTICO";"BUENOS AIRES";"Asamblea de distrito";"Delegado/a Titular";"CLAUDIO ANIBAL";"PEREYRA";"17255667";"17/02/2013";"17/02/2017"
"DISTRITO";"164";"PARTIDO FRENTE DE INTEGRACIÓN SOCIAL PARA UN CAMBIO EN LIBERTAD (F.I.S.C.A.L.)";"MENDOZA";"CONSEJO DISCIPLINARIO";"TITULAR";"PRESSACCO";"MARIA ELENA";"17257344";"04/03/2013";"04/03/2015"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"MENDOZA";"ASAMBLEA GENERAL";"SUPLENTE";"AGUILLO";"JUAN CARLOS";"17257428";"12/12/2013";"12/12/2017"
"DISTRITO";"171";"PARTIDO FRENTE PARA EL CAMBIO";"CHACO";"JUNTA PROVINCIAL";"PRESIDENTE";"FANTIN";"NESTOR GUSTAVO";"17258776";"31/12/2013";"31/12/2017"
"DISTRITO";"40";"MOVIMIENTO LIBRES DEL SUR";"SAN LUIS";"JUNTA CENTRAL DE GOBIERNO";"VOCAL ";"DURAN";"CLAUDIA S.";"17261676";"22/06/2012";"22/06/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"MENDOZA";"CONSEJO PROVINCIAL";"SECRETARIO DE PRENSA";"CAZABAN";"ALEJANDRO";"17261824";"24/02/2012";"24/02/2014"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"CORDOBA";"CONSEJO PROVINCIAL";"NO CONSTA";"PASSERINI";"DANIEL ALEJADRO";"17262220";"07/04/2011";"07/04/2015"
"DISTRITO";"192";"LIBERTAD Y DEMOCRACIA RESPONSABLE LyDER";"JUJUY";"JUNTA PROVINCIAL ";"NO CONSTA ";"MARQUEZ";"ELVIO JOAQUIN";"17262700";"29/04/2011";"29/04/2015"
"DISTRITO";"211";"PARTIDO DE LA CONCERTACIÓN FORJA";"JUJUY";"CONGRESO DPTO. MANUEL BELGRANO";"SECRETARIO POLÍTICO";"MARQUEZ";"ELVIO JOAQUIN";"17262700";"03/08/2013";"03/08/2017"
"DISTRITO";"169";"PARTIDO POPULAR";"CORRIENTES";"Junta Ejecutiva Provincial";"Vocal";"MARIA ALEJANDRA ITATI";"MARTINS";"17263522";"19/12/2012";"19/12/2014"
"DISTRITO";"2";"JUSTICIALISTA";"CORRIENTES";"Consejo Provincial";;"CARLOS GUSTAVO";"RUBIN";"17263723";"01/06/2011";"01/06/2015"
"DISTRITO";"2";"JUSTICIALISTA";"CORRIENTES";"Congreso Nacional";"Delegado/a";"CARLOS GUSTAVO";"RUBIN";"17263723";"13/10/2012";"13/10/2014"
"DISTRITO";"200";"PARTIDO DE LA CONCERTACION FORJA";"CORRIENTES";"Junta Electoral";"Delegado/a suplente";"GRACIELA MIRIAM";"LEIVA";"17263805";" ";" "
"DISTRITO";"8";"FEDERAL";"CORRIENTES";"Junta Provincial";"Vicepresidente 1º";"MARÍA FERNANDA";"MORENO";"17263853";"11/08/2012";"11/08/2014"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"FLORENTINA";"LOPEZ";"17267682";"25/10/2012";"25/10/2014"
"DISTRITO";"67";"KOLINA";"TUCUMÁN";"CONGRESO";"DELEGADO TITULAR";"AGUERO";"MARIA INES";"17267846";"08/10/2013";"08/10/2017"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"TUCUMÁN";"CONSEJO PROVINCIAL";"TITULARES";"ALFARO";"GERMÁN ENRIQUE";"17270100";"01/01/2011";"01/01/2015"
"DISTRITO";"64";"PRO - PROPUESTA REPUBLICANA";"TUCUMÁN";"CONSEJO DIRECTIVO";"3° VOCAL SUPLENTE";"GURAIIB";"ANALIA CLELIA";"17270566";"05/10/2011";"05/10/2013"
"DISTRITO";"233";"PARTIDO FE";"CORDOBA";"CONSEJO DE DISTRITO";"SECRETARIO ADJUNTO GREMIAL";"DIAZ";"SILVIO ANIBAL";"17271476";"05/06/2013";"05/06/2015"
"DISTRITO";"207";"PARTIDO POR LA SOBERANÍA POPULAR";"JUJUY";"DEPARTAMENTO DR. M. BELGRANO";"DELEGADO";"HUERTAS";"OFELIA";"17274307";"23/04/2013";"23/04/2016"
"DISTRITO";"47";"COALICIÓN CÍVICA-AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"CHUBUT";"DIRECCIÓN PROVINCIAL";"VOCAL TITULAR";"REINOSO";"CARLOS OMAR";"17275564";"06/10/2012";"06/10/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"CORDOBA";"COMITÉ CENTRAL";"SECRETARIO TITULAR";"CARTA";"CARLA SANDRA";"17275701";"02/10/2009";"02/10/2011"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"CONVENCION PROVINCIAL";"SUPLENTE";"ABREGU";"MARIA CRISTINA";"17279501";"26/03/2012";"26/03/2014"
"DISTRITO";"198";"ENCUENTRO POR LA DEMOCRACIA Y LA EQUIDAD";"LA PAMPA";"JUNTA ELECTORAL";"SUPLENTE";"MOLLEKER";"SUSANA ESTER";"17285088";"10/01/2014";"10/01/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL TITULAR";"D AMICO";"HECTOR FIDEL";"17286492";"04/02/2012";"04/02/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL TITULAR";"D AMICO";"HECTOR FIDEL";"17286492";"04/02/2012";"04/02/2016"
"DISTRITO";"181";"FUERZA REPUBLICANA";"TUCUMÁN";"JUNTA PROVINCIAL DE GOBIERNO";"TRIBUNAL DE CONDUCTA- SUPLENTE";"D AMICO";"HECTOR FIDEL";"17286492";"04/02/2012";"04/02/2016"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE                              ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Secretario/a Titular";"ROXANA RITA";"PEREZ";"17286615";"02/02/2014";"02/02/2016"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE                              ";"CAPITAL FEDERAL";"Congreso Nacional";"Congresal Titular";"ROXANA RITA";"PEREZ";"17286615";"02/02/2014";"02/02/2016"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA                              ";"CAPITAL FEDERAL";"Congreso de Distrito";"Congresal Titular";"RUBEN RICARDO";"IBARRA";"17287686";"04/09/2013";"04/09/2017"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"MISIONES";"MESA EJECUTIVA";"VOCAL";"SCHWEIKOFSKI";"CARMEN";"17289161";"30/05/2011";"30/05/2015"
"DISTRITO";"215";"FRENTE SALTEÑO";"SALTA";"CONGRESO PROVINCIAL";"SUPLENTE";"ROMACHO";"RICARDO SERGIO";"17289216";"08/04/13 AL08/04/17";
"DISTRITO";"295";"Partido del Trabajo y la Equidad";"BUENOS AIRES";"Secretario/a de Derechos Humanos";"Consejo Provincial";"JUAN ADOLFO";"MAIDA";"17290809";"12/06/2013";"12/06/2017"
"DISTRITO";"67";"KOLINA";"TUCUMÁN";"CONGRESO";"DELEGADO TITULAR";"MARIN";"PATRICIA ALEJANDRA";"17292784";"08/10/2013";"08/10/2017"
"DISTRITO";"66";"PARTIDO SOLIDARIO";"MENDOZA";"ASAMBLEA GENERAL";"SUPLENTE";"LINGUA";"PATRICIA MONICA";"17295274";"12/12/2013";"12/12/2017"
"DISTRITO";"197";"ACCION POR LA REPUBLICA";"BUENOS AIRES";"Junta de Gobierno";"Vocal";"GUSTAVO DANIEL ";"SIERRA ";"17297597";"05/06/2014";"05/06/2018"
"DISTRITO";"170";"PARTIDO DIGNIDAD FEDERAL";"MISIONES";"JUNTA ELECTORAL";"MIEMBRO INTEGRANTE";"SELLESKI";"HECTOR FRANCISCO";"17298153";"28/05/2011";"28/05/2015"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"RODOLFO ALEJANDRO";"AGUER";"17298421";"25/10/2012";"25/10/2014"
"DISTRITO";"169";"PARTIDO POPULAR";"CORRIENTES";"Junta Ejecutiva Provincial";"Vocal";"CLAUDIO RENATO";"CABRAL";"17301857";"19/12/2012";"19/12/2014"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA";"SALTA";"JUNTA EJECUTIVA";"SECRETARIO";"QUISPE";"RAFAEL";"17302060";"05/12/2012";"05/12/2016"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"CONVENCION PROVINCIAL";"SUPLENTE";"CANCHI";"HECTOR";"17302064";"26/03/2012";"26/03/2014"
"DISTRITO";"152";"PARTIDO RENOVADOR DE SALTA";"SALTA";"CONVENCION PROVINCIAL";"SUPLENTE";"VILLAGRAN GUERRERO";"ARTURO FELIX";"17308526";"26/03/2012";"26/03/2014"
"DISTRITO";"50";"PARTIDO SOCIALISTA";"SALTA";"CONGRESO NACIONAL";"TITULAR";"SORIA";"JOSE ANTONIO DEL VALLE  ";"17308890";"26/05/2013";"26/05/2015"
"DISTRITO";"197";"PROPUESTA SALTEÑA";"SALTA";"ASAMBLEA";"TITULAR";"NIEVA";"CLAUDIA VIVIANA";"17308985";"15/12/2012";"15/12/2014"
"DISTRITO";"47";"COALICIÓN CÍVICA - AFIRMACIÓN PARA UNA REPÚBLICA IGUALITARIA";"SALTA";"COMITE CENTRAL PROVINCIAL";"VICEPRESIDENTE";"GERON";"AMBROSIO FILEMON";"17309226";"19/05/2012";"19/05/2016"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"CONVENCIÓN PROVINCIAL";"DELEGADO";"LAROCCA";"FRANCISCO DOMINGO";"17309724";"03/02/2013";"03/02/2015"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"ENTRE RÍOS";"MESA  DIRECTIVA PROVINCIAL ";"VOCAL SUPLENTE";"TELEP";"MONICA MABEL";"17309970";"25/05/2011";"25/05/2015"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"MARCELA LEONOR";"CORUJO";"17311276";"25/10/2012";"25/10/2014"
"DISTRITO";"54";"PARTIDO DE LA VICTORIA                              ";"CAPITAL FEDERAL";"Congreso de Distrito";"Congresal Titular";"FABIAN OVIDIO";"TRIADOR";"17311423";"04/09/2013";"04/09/2017"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a";"Convencion Provincial";"MARCELO R.";"LIBERTINI";"17311827";"25/10/2012";"25/10/2014"
"DISTRITO";"158";"PARTIDO RENOVADOR";"MISIONES";"TRIBUNAL DE CUENTAS";"TITULAR";"BURTNYK";"EDUARDO DANIEL";"17312240";"02/03/2011";"02/03/2015"
"DISTRITO";"65";"PARTIDO UNIÓN CELESTE Y BLANCO";"LA RIOJA";"CONGRESALES DE DISTRITO AL PARTIDO NACIONAL";"Congresal Circunscripción 6";"CARRIZO";"NORMA SUSANA";"17312969";"20/07/2012";"20/07/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"MISIONES";"CONVENCIÓN PROVINCIAL";"VOCAL TITULAR - REGIÓN N° 2";"LOPEZ";"DIONICIO";"17313035";"20/05/2012";"20/05/2014"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CATAMARCA";"JUNTA EJECUTIVA PROVINCIAL";"SUPLENTE";"CALVIMONTE";"ANALIA DEL VALLE";"17313730";"25/11/2012";"25/11/2014"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE";"CATAMARCA";"DIRECCIÓN PROVINCIAL";"SEC. GRAL";"GUTIERREZ";"DANIEL EDUARDO";"17313936";"19/01/2012";"19/01/2016"
"DISTRITO";"164";"DESARROLLO Y JUSTICIA";"SAN JUAN";"COMISIÓN DIRECTIVA CENTRAL";"PROTESORERO";"CORTEZ";"BEATRIZ MONICA";"17314120";"25/02/2012";"25/02/2016"
"DISTRITO";"60";"MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD";"TUCUMÁN";"CONGRESO PARTIDARIO";"CONGRESAL";"SANTUCHO";"CARMELA LEONCIA";"17315014";"30/06/2012";"30/06/2016"
"DISTRITO";"164";"PARTIDO FRENTE DE INTEGRACIÓN SOCIAL PARA UN CAMBIO EN LIBERTAD (F.I.S.C.A.L.)";"MENDOZA";"CONSEJO PROVINCIAL";"SUPLENTE";"RUBEN";"HECTOR ALBERTO";"17317013";"04/03/2013";"04/03/2015"
"DISTRITO";"181";"JUNTOS POR MENDOZA";"MENDOZA";"COMISION REVISORA DE CUENTAS";"MIEMBRO SUPLENTE";"RIVEROS";"MONICA EMILIA";"17317466";"20/08/2013";"20/08/2016"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL";"NEUQUÉN";"MESA DIRECTIVA DEL COMITÉ PROVINCIAL";"VOCAL";"TOLOSA";"JULIO CESAR";"17322425";"09/03/2013";"09/03/2015"
"DISTRITO";"211";"PARTIDO DE LA CONCERTACIÓN FORJA";"JUJUY";"DPTO. YAVI";"MIEMBRO INTEGRANTE";"ARAMAYO";"SILVIA LILIANA";"17322887";"03/08/2013";"03/08/2017"
"DISTRITO";"180";"PARTIDO DEL CAMPO POPULAR";"SANTA FE";"MESA EJECUTIVA PROVINCIAL";"SECRETARIA TESORERA";"COSSARINI";"ALICIA CRISTINA ";"17324616";"19/04/2014";"18/04/2018"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CORDOBA";"JUNTA EJECUTIVA PROVINCIAL";"PRESIDENTE";"PRETTO";"PEDRO JAVIER";"17325336";"16/10/2012";"16/10/2014"
"DISTRITO";"3";"Union Civica Radical";"BUENOS AIRES";"Delegado/a suplente";"Convencion Provincial";"HORACIO GUSTAVO";"RODRIGUEZ";"17327341";"25/10/2012";"25/10/2014"
"DISTRITO";"3";"UNIÓN CÍVICA RADICAL ";"CHUBUT";"COMITÉ CENTRAL PROVINCIAL";"VOCAL 11°";"VARGAS";"RAFAEL ARMANDO";"17328792";"15/12/2012";"15/12/2014"
"DISTRITO";"2";"JUSTICIALISTA";"CORRIENTES";"Congreso Nacional";"Delegado/a";"ANTENOR";"MARTINEZ";"17329369";"13/10/2012";"13/10/2014"
"DISTRITO";"69";"GEN";"ENTRE RÍOS";"JUNTA ELECTORAL";"TITULAR";"SANDOVAL";"MARCOS RAMON";"17329716";"03/02/2013";"03/02/2015"
"DISTRITO";"41";"Partido Frente Grande ";"BUENOS AIRES";;"Mesa Ejecutiva Provincial";"RAMÓN";"GALEANO";"17330673";"21/05/2010";"21/05/2013"
"DISTRITO";"2";"PARTIDO JUSTICIALISTA";"JUJUY";"CONSEJO PROVINCIAL";"TITULAR";"ORTEGA";"GABRIEL NILSON";"17330855";"12/08/2011";"12/08/2015"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE                              ";"CAPITAL FEDERAL";"Junta Ejecutiva";"Presidente/a";"JAVIER PABLO";"HERMO";"17331119";"02/02/2014";"02/02/2016"
"DISTRITO";"41";"PARTIDO FRENTE GRANDE                              ";"CAPITAL FEDERAL";"Congreso Nacional";"Congresal Titular";"JAVIER PABLO";"HERMO";"17331119";"02/02/2014";"02/02/2016"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"CHACO";"INTERVENCIÓN";"INTERVENTOR";"CURUTCHET";"JUAN ERNESTO";"17331664";"19/12/2013";"19/12/2014"
"DISTRITO";"153";"FRENTE CON TODOS";"LA RIOJA";"CONSEJO PROVINCIAL";"VOCAL SUPLENTE";"PERAFAN";"MONICA MARIEL";"17332726";"03/10/2012";"03/10/2016"
"DISTRITO";"196";"UNIDAD POPULAR-MENDOZA";"MENDOZA";"MESA DIRECTIVA PROVINCIAL - INTERVENIDO  el 05/03/14 por 90 días hábiles.-";"SECRET. DE POLITICAS SOCIALES";"BERMEJO";"STELLA MARIS";"17336020";"18/04/2014";"18/04/2016"
"DISTRITO";"64";"PRO-PROPUESTA REPUBLICANA";"RÍO NEGRO";"JUNTA PROVINCIAL DE GOBIERNO";"VOCAL TITULAR";"TURRA";"PATRICIO ALEJANDRO";"17336527";"22/04/2013";"20/04/2015"
